X,Y,FID,OBJECTID,RANK,NAME,ADDRESS,ADDRESS2,CITY,STATES,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,PRC,COUNTYFIPS,PROFIT
-116.18099,43.59974,1,1,49,ALBERTSONS COS.,250 PARKCENTER BOULEVARD,NOT AVAILABLE,BOISE,ID,83706,ADA,274000,58734,43.59974,-116.18099,ADDRESS,16001,-502.2
-116.14697,43.52925,2,2,226,MICRON TECHNOLOGY,8000 SOUTH FEDERAL WAY,NOT AVAILABLE,BOISE,ID,83716,ADA,31400,12399,43.52925,-116.14697,ADDRESS,16001,-276
-79.43739,36.09317,3,3,290,LABORATORY CORP. OF AMERICA,358 SOUTH MAIN STREET,NOT AVAILABLE,BURLINGTON,NC,27215,ALAMANCE,52000,9642,36.09317,-79.43739,ADDRESS,37001,732.1
-121.95694,37.4886,4,4,440,LAM RESEARCH,4650 CUSHING PARKWAY,NOT AVAILABLE,FREMONT,CA,94538,ALAMEDA,7500,5886,37.4886,-121.95694,ADDRESS,6001,914
-121.97965,37.49628,5,5,198,SYNNEX,44201 NOBEL DRIVE,NOT AVAILABLE,FREMONT,CA,94538,ALAMEDA,110000,14062,37.49628,-121.97965,ADDRESS,6001,234.9
-121.89039,37.71041,6,6,219,ROSS STORES,5130 HACIENDA DRIVE,NOT AVAILABLE,DUBLIN,CA,94568,ALAMEDA,78600,12867,37.71041,-121.89039,ADDRESS,6001,1117.7
-122.27237,37.80348,7,7,453,CLOROX,1221 BROADWAY,NOT AVAILABLE,OAKLAND,CA,94612,ALAMEDA,8000,5761,37.80348,-122.27237,ADDRESS,6001,648
-80.2658,40.50779,8,8,340,DICK'S SPORTING GOODS,345 COURT STREET,NOT AVAILABLE,CORAOPOLIS,PA,15108,ALLEGHENY,27550,7922,40.50779,-80.2658,ADDRESS,42003,287.4
-79.99485,40.44136,9,9,279,UNITED STATES STEEL,600 GRANT STREET,NOT AVAILABLE,PITTSBURGH,PA,15219,ALLEGHENY,29800,10261,40.44136,-79.99485,ADDRESS,42003,-440
-80.00437,40.43329,10,10,373,WESCO INTERNATIONAL,225 WEST STATION SQUARE DRIVE,NOT AVAILABLE,PITTSBURGH,PA,15219,ALLEGHENY,9000,7336,40.43329,-80.00437,ADDRESS,42003,101.6
-80.00051,40.44129,11,11,166,PNC FINANCIAL SERVICES GROUP,249 5TH AVENUE,NOT AVAILABLE,PITTSBURGH,PA,15222,ALLEGHENY,50683,16423,40.44129,-80.00051,ADDRESS,42003,3903
-80.00357,40.43992,12,12,183,PPG INDUSTRIES,1 PPG PLACE,NOT AVAILABLE,PITTSBURGH,PA,15272,ALLEGHENY,47000,15178,40.43992,-80.00357,ADDRESS,42003,877
-85.23743,41.0411,13,13,347,STEEL DYNAMICS,7575 WEST JEFFERSON BOULEVARD,NOT AVAILABLE,FORT WAYNE,IN,46804,ALLEN,7695,7777,41.0411,-85.23743,ADDRESS,18003,382.1
-104.89224,39.60092,14,14,328,NEWMONT MINING,6363 SOUTH FIDDLER'S GREEN CIRCLE,14TH FLOOR,GREENWOOD VILLAGE,CO,80111,ARAPAHOE,12438,8379,39.60092,-104.89224,ADDRESS,8005,-627
-104.88214,39.581553,15,15,118,ARROW ELECTRONICS,9201 EAST DRY CREEK ROAD,NOT AVAILABLE,CENTENNIAL,CO,80112,ARAPAHOE,18700,23825,39.581553,-104.88214,ON-ENTITY,8005,522.8
-104.86745,39.5482,16,16,494,CH2M HILL,9191 SOUTH JAMAICA STREET,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,20000,5236,39.5482,-104.86745,ADDRESS,8005,15
-104.85536,39.54506,17,17,186,DISH NETWORK,9601 SOUTH MERIDIAN BOULEVARD,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,16000,15095,39.54506,-104.85536,ADDRESS,8005,1449.9
-104.84571,39.55318,18,18,269,LIBERTY INTERACTIVE,12300 LIBERTY BOULEVARD,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,21080,10647,39.55318,-104.84571,ADDRESS,8005,1235
-104.84571,39.55318,19,19,491,LIBERTY MEDIA,12300 LIBERTY BOULEVARD,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,3626,5276,39.55318,-104.84571,ADDRESS,8005,680
-104.84492,39.54685,20,20,478,WESTERN UNION,12500 EAST BELFORD AVENUE,NOT AVAILABLE,ENGLEWOOD,CO,80112,ARAPAHOE,10700,5423,39.54685,-104.84492,ADDRESS,8005,253.2
-77.11261,38.87985,21,21,194,AES,4300 WILSON BOULEVARD,NOT AVAILABLE,ARLINGTON,VA,22203,ARLINGTON,19000,14287,38.87985,-77.11261,ADDRESS,51013,-1130
-77.07012,38.89465,22,22,415,CALATLANTIC GROUP,1100 WILSON BOULEVARD,SUITE 2100,ARLINGTON,VA,22209,ARLINGTON,3055,6477,38.89465,-77.07012,ADDRESS,51013,484.7
-85.92326,39.20402,23,23,159,CUMMINS,500 JACKSON STREET,NOT AVAILABLE,COLUMBUS,IN,47201,BARTHOLOMEW,55400,17509,39.20402,-85.92326,ADDRESS,18005,1394
-94.21763,36.36477,24,24,1,WALMART,702 SW 8TH STREET,NOT AVAILABLE,BENTONVILLE,AR,72716,BENTON,2300000,485873,36.36477,-94.21763,ADDRESS,5007,13643
-94.14745,36.2453,25,25,407,J.B. HUNT TRANSPORT SERVICES,615 J.B. HUNT CORPORATE DRIVE,NOT AVAILABLE,LOWELL,AR,72745,BENTON,22190,6556,36.2453,-94.14745,ADDRESS,5007,432.1
-74.1272,40.89756,26,26,397,SEALED AIR,200 RIVERFRONT BOULEVARD,NOT AVAILABLE,ELMWOOD PARK,NJ,7407,BERGEN,23000,6778,40.89756,-74.1272,ADDRESS,34003,486.4
-74.20762,41.01613,27,27,225,BECTON DICKINSON,1 BECTON DRIVE,NOT AVAILABLE,FRANKLIN LAKES,NJ,7417,BERGEN,50928,12483,41.01613,-74.20762,ADDRESS,34003,976
-74.17075,41.07444,28,28,384,ASCENA RETAIL GROUP,933 MACARTHUR BOULEVARD,NOT AVAILABLE,MAHWAH,NJ,7430,BERGEN,41000,6995,41.07444,-74.17075,ADDRESS,34003,-11.9
-74.00657,40.87398,29,29,205,COGNIZANT TECHNOLOGY SOLUTIONS,500 FRANK W BURR BOULEVARD,NOT AVAILABLE,TEANECK,NJ,7666,BERGEN,260200,13487,40.87398,-74.00657,ADDRESS,34003,1553
-86.44101,42.14912,30,30,137,WHIRLPOOL,2000 NORTH M-63,NOT AVAILABLE,BENTON HARBOR,MI,49022,BERRIEN,93000,20718,42.14912,-86.44101,ADDRESS,26021,888
-98.47939,29.49244,31,31,426,IHEARTMEDIA,200 EAST BASSE ROAD,SUITE 100,SAN ANTONIO,TX,78209,BEXAR,18700,6274,29.49244,-98.47939,ADDRESS,48029,-296.3
-98.42136,29.624432,32,32,307,CST BRANDS,19500 BULVERDE ROAD,SUITE 200,SAN ANTONIO,TX,78259,BEXAR,12380,9061,29.624432,-98.42136,ON-ENTITY,48029,324
-98.606,29.58919,33,33,37,VALERO ENERGY,1 VALERO WAY,NOT AVAILABLE,SAN ANTONIO,ID,78249,BEXAR,9996,70166,29.58919,-98.606,ADDRESS,48029,2289
-98.45941,29.6161,34,34,117,ANDEAVOR,19100 RIDGEWOOD PARKWAY,NOT AVAILABLE,SAN ANTONIO,ID,78259,BEXAR,6308,24005,29.6161,-98.45941,ADDRESS,48029,734
-98.573,29.53455,35,35,102,USAA,9800 FREDERICKSBURG ROAD,NOT AVAILABLE,SAN ANTONIO,NC,78288,BEXAR,29943,27131,29.53455,-98.573,ADDRESS,48029,1779.1
-80.63837,28.0913,36,36,363,HARRIS,1025 WEST NASA BOULEVARD,NOT AVAILABLE,MELBOURNE,CA,32919,BREVARD,21000,7527,28.0913,-80.63837,ADDRESS,12009,324
-105.0992,39.91172,37,37,306,BALL,10 LONGS PEAK DRIVE,NOT AVAILABLE,BROOMFIELD,CA,80021,BROOMFIELD,18450,9061,39.91172,-105.0992,ADDRESS,8014,263
-105.14427,39.9206,38,38,336,LEVEL 3 COMMUNICATIONS,1025 ELDORADO BOULEVARD,NOT AVAILABLE,BROOMFIELD,CA,80021,BROOMFIELD,12600,8172,39.9206,-105.14427,ADDRESS,8014,677
-80.14419,26.12002,39,39,129,AUTONATION,200 SW 1ST AVENUE,NOT AVAILABLE,FORT LAUDERDALE,CA,33301,BROWARD,26000,21609,26.12002,-80.14419,ADDRESS,12011,430.5
-74.80758,40.09215,40,40,463,BURLINGTON STORES,2006 ROUTH 130,NOT AVAILABLE,BURLINGTON,PA,8016,BURLINGTON,40000,5591,40.09215,-74.80758,ADDRESS,34005,215.9
-84.52325,39.30823,41,41,476,CINCINNATI FINANCIAL,6200 SOUTH GILMORE ROAD,NOT AVAILABLE,FAIRFIELD,PA,45014,BUTLER,4754,5449,39.30823,-84.52325,ADDRESS,39017,590.7
-84.42792,39.32767,42,42,441,AK STEEL HOLDING,9227 CENTRE POINT DRIVE,NOT AVAILABLE,WEST CHESTER,PA,45069,BUTLER,8500,5883,39.32767,-84.42792,ADDRESS,39017,-7.8
-85.22982,42.3523,43,43,216,KELLOGG,1 KELLOGG SQUARE,NOT AVAILABLE,BATTLE CREEK,PA,49017,CALHOUN,37369,13014,42.3523,-85.22982,ADDRESS,26025,694
-75.10737,39.94217,44,44,339,CAMPBELL SOUP,1 CAMPBELL PLACE,NOT AVAILABLE,CAMDEN,PA,8103,CAMDEN,16500,7961,39.94217,-75.10737,ADDRESS,34007,563
-76.24149,36.76982,45,45,136,DOLLAR TREE,500 VOLVO PARKWAY,NOT AVAILABLE,CHESAPEAKE,IN,23320,CHESAPEAKE (CITY),116050,20719,36.76982,-76.24149,ADDRESS,51550,896.2
-75.71159,39.84708,46,46,454,GENESIS HEALTHCARE,101 EAST STATE STREET,NOT AVAILABLE,KENNETT SQUARE,CO,19348,CHESTER,82000,5733,39.84708,-75.71159,ADDRESS,42029,-64
-115.17141,36.12198,47,47,249,LAS VEGAS SANDS,3355 LAS VEGAS BOULEVARD SOUTH,NOT AVAILABLE,LAS VEGAS,CO,89109,CLARK,49000,11410,36.12198,-115.17141,ADDRESS,32003,1670
-115.17694,36.11203,48,48,297,MGM RESORTS INTERNATIONAL,3600 LAS VEGAS BOULEVARD SOUTH,NOT AVAILABLE,LAS VEGAS,CO,89109,CLARK,66500,9455,36.11203,-115.17694,ADDRESS,32003,1101.4
-84.46972,33.89521,49,49,180,GENUINE PARTS,2999 CIRCLE 75 PARKWAY,NOT AVAILABLE,ATLANTA,CO,30339,COBB,40000,15340,33.89521,-84.46972,ADDRESS,13067,687.2
-84.46577,33.87735,50,50,364,HD SUPPLY HOLDINGS,3100 CUMBERLAND BOULEVARD,SUITE 1700,ATLANTA,CO,30339,COBB,14000,7524,33.87735,-84.46577,ADDRESS,13067,196
-84.48297,33.86197,51,51,23,HOME DEPOT,2455 PACES FERRY ROAD NW,NOT AVAILABLE,ATLANTA,CO,30339,COBB,406000,94595,33.86197,-84.48297,ADDRESS,13067,7957
-96.82359,33.08093,52,52,378,ALLIANCE DATA SYSTEMS,7500 DALLAS PARKWAY,SUITE 700,PLANO,CO,75024,COLLIN,17000,7138,33.08093,-96.82359,ADDRESS,48085,515.8
-96.80476,33.07563,53,53,416,DR PEPPER SNAPPLE GROUP,5301 LEGACY DRIVE,NOT AVAILABLE,PLANO,VA,75024,COLLIN,20000,6440,33.07563,-96.80476,ADDRESS,48085,847
-96.83171,33.0811,54,54,221,J.C. PENNEY,6501 LEGACY DRIVE,NOT AVAILABLE,PLANO,VA,75024,COLLIN,106000,12547,33.0811,-96.83171,ADDRESS,48085,1
-96.83538,33.07438,55,55,399,YUM CHINA HOLDINGS,7100 CORPORATE DRIVE,NOT AVAILABLE,PLANO,IN,75024,COLLIN,420000,6752,33.07438,-96.83538,ADDRESS,48085,502
-121.95969,37.75832,56,56,19,CHEVRON,6001 BOLLINGER CANYON ROAD,NOT AVAILABLE,SAN RAMON,AR,94583,CONTRA COSTA,55200,107567,37.75832,-121.95969,ADDRESS,6013,-497
-87.85781,41.9889,57,57,124,US FOODS HOLDING,9399 WEST HIGGINS ROAD,SUITE 500,ROSEMONT,AR,60018,COOK,25000,22919,41.9889,-87.85781,ADDRESS,17031,209.8
-87.82337,42.09727,58,58,359,ANIXTER INTERNATIONAL,2301 PATRIOT BOULEVARD,NOT AVAILABLE,GLENVIEW,NJ,60026,COOK,8900,7625,42.09727,-87.82337,ADDRESS,17031,120.5
-87.84604,42.08769,59,59,202,ILLINOIS TOOL WORKS,3600 WEST LAKE AVENUE,NOT AVAILABLE,GLENVIEW,NJ,60026,COOK,50000,13599,42.08769,-87.84604,ADDRESS,17031,2035
-87.87074,42.09907,60,60,84,ALLSTATE,2775 SANDERS ROAD,NOT AVAILABLE,NORTHBROOK,NJ,60062,COOK,43275,36534,42.09907,-87.87074,ADDRESS,17031,1877
-87.621006,41.885297,61,61,106,KRAFT HEINZ,200 EAST RANDOLPH STREET,NOT AVAILABLE,CHICAGO,NJ,60601,COOK,41000,26487,41.885297,-87.621006,ON-ENTITY,17031,3632
-87.90225,41.84558,62,62,456,INGREDION,5 WESTBROOK CORPORATE CENTER,SUITE 500,WESTCHESTER,MI,60154,COOK,11000,5704,41.84558,-87.90225,ADDRESS,17031,484.9
-88.22354,42.08016,63,63,127,SEARS HOLDINGS,3333 BEVERLY ROAD,NOT AVAILABLE,HOFFMAN ESTATES,TX,60179,COOK,140000,22138,42.08016,-88.22354,ADDRESS,17031,-2221
-87.64077,41.880843,64,64,433,MOTOROLA SOLUTIONS,500 WEST MONROE STREET,SUITE 4400,CHICAGO,IL,60661,COOK,14000,6038,41.880843,-87.64077,ON-ENTITY,17031,560
-87.62148,41.88526,65,65,391,JONES LANG LASALLE,200 EAST RANDOLPH DRIVE,NOT AVAILABLE,CHICAGO,ID,60601,COOK,77300,6804,41.88526,-87.62148,ADDRESS,17031,318.2
-87.62429,41.8871,66,66,439,OLD REPUBLIC INTERNATIONAL,307 NORTH MICHIGAN AVENUE,NOT AVAILABLE,CHICAGO,ID,60601,COOK,8500,5901,41.8871,-87.62429,ADDRESS,17031,466.9
-87.63014,41.88133,67,67,89,EXELON,10 SOUTH DEARBORN STREET,NOT AVAILABLE,CHICAGO,NC,60603,COOK,34396,31360,41.88133,-87.63014,ADDRESS,17031,1134
-87.63855,41.88355,68,68,24,BOEING,100 NORTH RIVERSIDE PLAZA,NOT AVAILABLE,CHICAGO,CA,60606,COOK,150540,94571,41.88355,-87.63855,ADDRESS,17031,4895
-87.629188,41.886583,69,69,388,R.R. DONNELLEY & SONS,35 W WACKER DRIVE,NOT AVAILABLE,CHICAGO,CA,60606,COOK,44360,6896,41.886583,-87.629188,ON-ENTITY,17031,-495.9
-87.63598,41.8787,70,70,83,UNITED CONTINENTAL HOLDINGS,233 SOUTH WACKER DRIVE,NOT AVAILABLE,CHICAGO,CA,60606,COOK,88000,36556,41.8787,-87.63598,ADDRESS,17031,2263
-87.64047,41.88235,71,71,304,LKQ,500 WEST MADISON STREET,SUITE 2800,CHICAGO,CA,60661,COOK,42500,9082,41.88235,-87.64047,ADDRESS,17031,464
-76.91367,40.25675,72,72,91,RITE AID,30 HUNTER LANE,NOT AVAILABLE,CAMP HILL,PA,17011,CUMBERLAND,70580,30737,40.25675,-76.91367,ADDRESS,42041,165.5
-81.69401,41.50094,73,73,479,KEYCORP,127 PUBLIC SQUARE,NOT AVAILABLE,CLEVELAND,PA,44114,CUYAHOGA,15700,5422,41.50094,-81.69401,ADDRESS,39035,791
-81.69359,41.49747,74,74,236,SHERWIN-WILLIAMS,101 WEST PROSPECT AVENUE,SUITE 1020,CLEVELAND,PA,44115,CUYAHOGA,42550,11856,41.49747,-81.69359,ADDRESS,39035,1132.7
-81.46095,41.50688,75,75,251,PARKER-HANNIFIN,6035 PARKLAND BOULEVARD,NOT AVAILABLE,CLEVELAND,PA,44124,CUYAHOGA,48950,11361,41.50688,-81.46095,ADDRESS,39035,806.8
-81.45156,41.53704,76,76,120,PROGRESSIVE,6300 WILSON MILLS ROAD,NOT AVAILABLE,MAYFIELD VILLAGE,PA,44143,CUYAHOGA,31721,23441,41.53704,-81.45156,ADDRESS,39035,1031
-81.89416,41.45648,77,77,470,TRAVELCENTERS OF AMERICA,24601 CENTER RIDGE ROAD,SUITE 200,WESTLAKE,IN,44145,CUYAHOGA,20259,5511,41.45648,-81.89416,ADDRESS,39035,-2
-93.06283,44.86943,78,78,93,CHS,5500 CENEX DRIVE,NOT AVAILABLE,INVER GROVE HEIGHT,CO,55077,DAKOTA,12157,30347,44.86943,-93.06283,ADDRESS,27037,424.2
-93.14265,44.86743,79,79,466,PATTERSON,1031 MENDOTA HEIGHTS ROAD,NOT AVAILABLE,SAINT PAUL,CO,55120,DAKOTA,7000,5555,44.86743,-93.14265,ADDRESS,27037,187.2
-96.95025,32.86992,80,80,155,KIMBERLY-CLARK,351 PHELPS DRIVE,NOT AVAILABLE,IRVING,CO,75038,DALLAS,42000,18202,32.86992,-96.95025,ADDRESS,48113,2166
-96.94402,32.87148,81,81,484,CELANESE,222 WEST LAS COLINAS BOULEVARD,NOT AVAILABLE,IRVING,CO,75039,DALLAS,7293,5389,32.87148,-96.94402,ADDRESS,48113,900
-96.94977,32.89021,82,82,4,EXXON MOBIL,5959 LAS COLINAS BOULEVARD,NOT AVAILABLE,IRVING,CO,75039,DALLAS,72700,205004,32.89021,-96.94977,ADDRESS,48113,7840
-96.94971,32.90331,83,83,149,FLUOR,6700 LAS COLINAS BOULEVARD,NOT AVAILABLE,IRVING,CO,75039,DALLAS,61551,19037,32.90331,-96.94971,ADDRESS,48113,281.4
-96.96431,32.89835,84,84,499,VISTRA ENERGY,6555 SIERRA DRIVE,NOT AVAILABLE,IRVING,CO,75039,DALLAS,4431,5164,32.89835,-96.96431,ADDRESS,48113,-99999
-96.98834,32.91509,85,85,496,MICHAELS COS.,8000 BENT BRANCH DRIVE,NOT AVAILABLE,IRVING,VA,75063,DALLAS,31000,5197,32.91509,-96.98834,ADDRESS,48113,378.2
-96.79636,32.78526,86,86,421,BUILDERS FIRSTSOURCE,2001 BRYAN STREET,SUITE 1600,DALLAS,VA,75201,DALLAS,14000,6367,32.78526,-96.79636,ADDRESS,48113,144.3
-96.80818,32.79448,87,87,274,HOLLYFRONTIER,2828 NORTH HARWOOD,SUITE 1300,DALLAS,IN,75201,DALLAS,2676,10536,32.79448,-96.80818,ADDRESS,48113,-260.5
-96.7993,32.77946,88,88,9,AT&T,208 SOUTH AKARD STREET,NOT AVAILABLE,DALLAS,AR,75202,DALLAS,268540,163786,32.77946,-96.7993,ADDRESS,48113,12976
-96.80259,32.78485,89,89,134,TENET HEALTHCARE,1445 ROSS AVENUE,NOT AVAILABLE,DALLAS,AR,75202,DALLAS,116475,21070,32.78485,-96.80259,ADDRESS,48113,-192
-96.79212,32.80555,90,90,351,DEAN FOODS,2711 NORTH HASKELL AVENUE,NOT AVAILABLE,DALLAS,NJ,75204,DALLAS,17000,7710,32.80555,-96.79212,ADDRESS,48113,119.9
-96.807209,32.861433,91,91,79,ENERGY TRANSFER EQUITY,8111 WESTCHESTER DRIVE,NOT AVAILABLE,DALLAS,NJ,75225,DALLAS,30992,37504,32.861433,-96.807209,ON-ENTITY,48113,995
-96.86395,32.84607,92,92,138,SOUTHWEST AIRLINES,2702 LOVE FIELD DRIVE,NOT AVAILABLE,DALLAS,NJ,75235,DALLAS,53536,20425,32.84607,-96.86395,ADDRESS,48113,2244
-96.75812,32.91043,93,93,206,TEXAS INSTRUMENTS,12500 TI BOULEVARD,NOT AVAILABLE,DALLAS,NJ,75243,DALLAS,29865,13370,32.91043,-96.75812,ADDRESS,48113,3595
-89.28863,43.1549,94,94,315,AMERICAN FAMILY INSURANCE GROUP,6000 AMERICAN PARKWAY,NOT AVAILABLE,MADISON,MI,53783,DANE,10471,8829,43.1549,-89.28863,ADDRESS,55025,325.6
-76.64913,40.30256,95,95,369,HERSHEY,100 CRYSTAL A DRIVE,NOT AVAILABLE,HERSHEY,TX,17033,DAUPHIN,17140,7440,40.30256,-76.64913,ADDRESS,42043,720
-86.6993,36.30908,96,96,128,DOLLAR GENERAL,100 MISSION RIDGE,NOT AVAILABLE,GOODLETTSVILLE,TN,37072,DAVIDSON,121000,21987,36.30908,-86.6993,ADDRESS,47037,1251.1
-86.81451,36.15317,97,97,63,HCA HOLDINGS,1 PARK PLAZA,NOT AVAILABLE,NASHVILLE,ID,37203,DAVIDSON,210500,44747,36.15317,-86.81451,ADDRESS,47037,2890
-75.35803,40.04169,98,98,489,AIRGAS,259 NORTH RADNOR-CHESTER ROAD,NOT AVAILABLE,RADNOR,ID,19087,DELAWARE,17000,5314,40.04169,-75.35803,ADDRESS,42045,337.5
-75.46781,40.0692,99,99,11,AMERISOURCEBERGEN,1300 MORRIS DRIVE,NOT AVAILABLE,CHESTERBROOK,NC,19087,DELAWARE,18500,146850,40.0692,-75.46781,ADDRESS,42045,1427.9
-75.36449,40.04054,100,100,207,LINCOLN NATIONAL,150 NORTH RADNOR CHESTER ROAD,NOT AVAILABLE,RADNOR,CA,19087,DELAWARE,9057,13330,40.04054,-75.36449,ADDRESS,42045,1192
-105.00405,39.75385,101,101,181,DAVITA HEALTHCARE PARTNERS,2000 16TH STREET,NOT AVAILABLE,DENVER,CA,80202,DENVER,70300,15197,39.75385,-105.00405,ADDRESS,8031,879.9
-77.07715,38.94045,102,102,20,FANNIE MAE,3900 WISCONSIN AVENUE NW,NOT AVAILABLE,WASHINGTON,CA,20016,DISTRICT OF COLUMBIA,7000,107162,38.94045,-77.07715,ADDRESS,11001,12313
-77.04905,38.90158,103,103,144,DANAHER,2200 PENNSYLVANIA AVENUE NW,NOT AVAILABLE,WASHINGTON,CA,20037,DISTRICT OF COLUMBIA,62000,19912,38.90158,-77.04905,ADDRESS,11001,2553.7
-95.92733,41.2563,104,104,197,CONAGRA FOODS,1 CONAGRA DRIVE,NOT AVAILABLE,OMAHA,PA,68102,DOUGLAS,20900,14134,41.2563,-95.92733,ADDRESS,55,-677
-95.96556,41.25721,105,105,2,BERKSHIRE HATHAWAY,3555 FARNAM STREET,1440 KIEWIT PLAZA,OMAHA,PA,68131,DOUGLAS,367700,223604,41.25721,-95.96556,ADDRESS,55,24074
-95.93518,41.25917,106,106,143,UNION PACIFIC,1400 DOUGLAS STREET,NOT AVAILABLE,OMAHA,PA,68179,DOUGLAS,42919,19941,41.25917,-95.93518,ADDRESS,55,4233
-88.01484,41.98806,107,107,462,ARTHUR J. GALLAGHER,2 PIERCE PLACE,NOT AVAILABLE,ITASCA,PA,60143,DUPAGE,24790,5595,41.98806,-88.01484,ADDRESS,17043,414.4
-88.00463,41.8323,108,108,338,UNIVAR,3075 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,PA,60515,DUPAGE,8700,8074,41.8323,-88.00463,ADDRESS,17043,-68.4
-88.00745,41.83254,109,109,392,DOVER,3005 HIGHLAND PARKWAY,NOT AVAILABLE,DOWNERS GROVE,IN,60515,DUPAGE,29000,6794,41.83254,-88.00745,ADDRESS,17043,508.9
-87.94548,41.84894,110,110,112,MCDONALD'S,1 MCDONALD'S PLAZA,NOT AVAILABLE,OAK BROOK,CO,60523,DUPAGE,375000,24622,41.84894,-87.94548,ADDRESS,17043,4686.5
-87.94812,41.84962,111,111,427,TREEHOUSE FOODS,2021 SPRING ROAD,SUITE 600,OAK BROOK,CO,60523,DUPAGE,16027,6175,41.84962,-87.94812,ADDRESS,17043,-228.6
-88.10736,41.81126,112,112,337,NAVISTAR INTERNATIONAL,2701 NAVISTAR DRIVE,NOT AVAILABLE,LISLE,CO,60532,DUPAGE,11300,8111,41.81126,-88.10736,ADDRESS,17043,-97
-78.84023,35.88038,113,113,390,QUINTILES TRANSNATIONAL HOLDINGS,4820 EMPEROR BOULEVARD,NOT AVAILABLE,DURHAM,CO,27703,DURHAM,50000,6878,35.88038,-78.84023,ADDRESS,37063,115
-81.66411,30.32474,114,114,257,CSX,500 WATER STREET,15TH FLOOR,JACKSONVILLE,CO,32202,DUVAL,26628,11069,30.32474,-81.66411,ADDRESS,12031,1714
-81.67456,30.31897,115,115,293,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVENUE,NOT AVAILABLE,JACKSONVILLE,CO,32204,DUVAL,55219,9554,30.31897,-81.67456,ADDRESS,12031,650
-81.67456,30.31897,116,116,301,FIDELITY NATIONAL INFORMATION SERVICES,601 RIVERSIDE AVENUE,NOT AVAILABLE,JACKSONVILLE,CO,32204,DUVAL,55000,9241,30.31897,-81.67456,ADDRESS,12031,568
-84.64068,42.72472,117,117,398,AUTO-OWNERS INSURANCE,6101 ANACAPRI BOULEVARD,NOT AVAILABLE,LANSING,VA,48917,EATON,4737,6775,42.72472,-84.64068,ADDRESS,26045,706.3
-106.48934,31.75895,118,118,349,WESTERN REFINING,123 WEST MILLS AVENUE,SUITE 200,EL PASO,VA,79901,EL PASO,7134,7743,31.75895,-106.48934,ADDRESS,48141,124.9
-78.87331,42.88876,119,119,455,M&T BANK CORP.,1 M&T PLAZA,NOT AVAILABLE,BUFFALO,IN,14203,ERIE,16487,5722,42.88876,-78.87331,ADDRESS,36049,1315.1
-80.084,42.13031,120,120,382,ERIE INSURANCE GROUP,100 ERIE INSURANCE PLACE,NOT AVAILABLE,ERIE,AR,16530,ERIE,4988,7016,42.13031,-80.084,ADDRESS,42049,741.9
-74.30939,40.81623,121,121,240,ADP,1 ADP BOULEVARD,NOT AVAILABLE,ROSELAND,AR,7068,ESSEX,57000,11668,40.81623,-74.30939,ADDRESS,34013,1492.5
-74.17158,40.73666,122,122,48,PRUDENTIAL FINANCIAL,751 BROAD STREET,NOT AVAILABLE,NEWARK,NJ,7102,ESSEX,49739,58779,40.73666,-74.17158,ADDRESS,34013,4368
-74.16963,40.7379,123,123,308,PUBLIC SERVICE ENTERPRISE GROUP,80 PARK PLAZA,NOT AVAILABLE,NEWARK,NJ,7102,ESSEX,13065,9061,40.7379,-74.16963,ADDRESS,34013,887
-77.34999,38.95224,124,124,446,NVR,11700 PLAZA AMERICAN DRIVE,SUITE 500,RESTON,NJ,20190,FAIRFAX,4900,5835,38.95224,-77.34999,ADDRESS,51059,425.3
-77.35907,38.95909,125,125,381,LEIDOS HOLDINGS,11951 FREEDOM DRIVE,NOT AVAILABLE,RESTON,NJ,20190,FAIRFAX,32000,7043,38.95909,-77.35907,ADDRESS,51059,244
-77.220295,38.923544,126,126,379,COMPUTER SCIENCES CORPORATION,1775 TYSONS BOULEVARD,NOT AVAILABLE,MCLEAN,MI,22102,FAIRFAX,59000,7106,38.923544,-77.220295,ON-ENTITY,51059,251
-77.21468,38.86895,127,127,90,GENERAL DYNAMICS,2941 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,TX,22042,FAIRFAX,98800,31353,38.86895,-77.21468,ADDRESS,51059,2955
-77.21551,38.86758,128,128,114,NORTHROP GRUMMAN,2980 FAIRVIEW PARK DRIVE,NOT AVAILABLE,FALLS CHURCH,TX,22042,FAIRFAX,67000,24508,38.86758,-77.21551,ADDRESS,51059,2200
-77.21557,38.92871,129,129,443,ADOBE SYSTEMS,7930 JONES BRANCH DRIVE,SUITE 510,MCLEAN,ID,22102,FAIRFAX,15706,5854,38.92871,-77.21557,ADDRESS,51059,1168.8
-77.23179,38.92229,130,130,481,BOOZ ALLEN HAMILTON HOLDING,8283 GREENSBORO DRIVE,NOT AVAILABLE,MCLEAN,ID,22102,FAIRFAX,22600,5406,38.92229,-77.23179,ADDRESS,51059,294.1
